tool,severity,rule_id,rule_name,path,line,column,message
pylint,convention,C0303,trailing-whitespace,tests/test_order.py,150,0,Trailing whitespace
pylint,warning,W0621,redefined-outer-name,tests/test_order.py,156,47,Redefining name 'test_user' from outer scope (line 12)
pylint,warning,W0621,redefined-outer-name,tests/test_order.py,156,58,Redefining name 'test_dishes' from outer scope (line 21)
pylint,convention,C0303,trailing-whitespace,tests/test_order.py,168,0,Trailing whitespace
pylint,convention,C0303,trailing-whitespace,tests/test_order.py,177,0,Trailing whitespace
pylint,convention,C0303,trailing-whitespace,tests/test_order.py,179,0,Trailing whitespace
pylint,convention,C0303,trailing-whitespace,tests/test_order.py,185,47,Trailing whitespace
pylint,convention,C0303,trailing-whitespace,tests/test_order.py,186,22,Trailing whitespace
pylint,convention,C0303,trailing-whitespace,tests/test_order.py,191,0,Trailing whitespace
pylint,convention,C0303,trailing-whitespace,tests/test_order.py,193,0,Trailing whitespace
pylint,convention,C0305,trailing-newlines,tests/test_order.py,196,0,Trailing newlines
